47,304,133,345,169
47,278,157,299,177
47,295,175,346,215
47,359,184,398,216
47,248,252,286,295
47,239,362,262,397
47,213,406,252,450
47,446,544,485,586
47,511,577,536,598
47,306,554,330,573
47,299,600,332,631
47,341,621,362,643
47,304,644,326,672
47,291,655,314,687
47,410,634,455,677
47,469,709,505,753
47,247,748,293,788
47,139,801,178,836
47,378,771,418,813
47,410,794,455,826
47,436,826,447,860
47,406,854,435,889
47,437,890,464,915
47,465,898,508,928
47,401,882,414,914
47,110,934,149,973
47,293,805,324,835
47,312,835,346,860
47,304,421,325,439
47,251,424,270,442
47,421,360,446,389
47,321,568,345,583
47,321,602,339,623
47,319,680,357,719
47,426,677,464,703
47,466,660,494,686
47,482,556,516,589
47,532,597,555,615
47,543,711,567,734
47,515,720,536,742
47,1,981,22,1013
47,269,844,292,866
47,445,746,465,767
47,518,927,545,953
47,414,1019,437,1061
47,433,1029,475,1077
47,547,1038,576,1070
47,670,992,707,1028
