47,491,131,524,168
47,455,94,484,120
47,424,223,460,260
47,500,119,529,147
47,344,362,372,395
47,287,417,320,450
47,385,368,407,398
47,415,461,445,498
47,386,466,417,502
47,303,472,337,505
47,332,479,363,516
47,359,506,395,536
47,291,574,325,611
47,401,551,436,585
47,516,620,548,650
47,456,465,480,486
47,502,704,531,731
47,363,674,388,705
47,305,659,338,681
47,416,421,451,453
47,441,759,474,798
47,478,726,517,753
47,499,894,530,924
47,474,904,498,926
47,332,773,367,806
47,316,795,345,829
47,288,761,329,793
47,323,748,352,775
47,313,885,340,914
47,369,1116,420,1178
47,667,1012,710,1054
47,676,1058,713,1091
47,218,977,255,1008
47,247,677,271,706
47,464,930,503,967
47,145,754,187,793
47,467,136,489,162
47,367,366,383,394
47,376,523,399,547
47,375,549,393,572
47,325,679,335,705
47,336,598,372,628
47,527,966,546,987
47,427,1098,468,1117
47,655,1109,689,1126
47,672,1087,709,1108
47,212,954,228,973
47,393,718,400,741
