47,35,855,74,879
47,1,913,51,941
47,277,809,295,829
47,296,811,312,831
47,294,787,323,810
47,354,819,384,843
47,346,745,377,766
47,405,721,432,753
47,396,562,427,596
47,379,578,411,605
47,446,553,460,568
47,478,553,492,573
47,429,635,443,658
47,473,677,495,706
47,507,661,528,681
47,523,662,537,681
47,494,704,527,731
47,430,731,447,747
47,410,754,439,782
47,417,782,441,801
47,463,783,490,813
47,484,773,519,807
47,549,821,582,837
47,484,809,510,836
47,269,828,297,858
47,259,838,282,860
47,1,874,19,910
