47,402,176,444,219
47,398,216,435,253
47,341,299,382,345
47,360,248,383,280
47,418,258,460,302
47,406,261,418,281
47,460,334,498,377
47,438,341,468,377
47,143,497,186,535
47,193,473,237,514
47,328,378,370,414
47,348,354,382,382
47,362,387,408,431
47,411,391,438,423
47,389,415,428,448
47,441,436,483,468
47,514,466,556,501
47,431,495,470,533
47,454,526,498,561
47,492,537,526,581
47,522,503,565,537
47,451,549,475,569
47,356,708,405,749
47,375,690,399,706
47,407,651,449,692
47,478,637,511,674
47,439,677,479,716
47,546,640,588,673
47,179,833,203,867
47,4,794,23,816
47,590,717,615,736
47,608,730,633,740
47,457,769,499,805
47,186,925,231,958
47,307,834,349,865
47,372,848,416,894
47,383,950,411,977
47,474,901,500,931
47,438,817,474,847
47,237,1027,274,1064
47,56,1035,91,1067
47,27,1232,67,1266
47,61,1207,96,1240
47,391,1173,417,1204
47,427,1159,461,1188
47,123,1039,149,1070
47,649,956,677,987
