47,555,61,604,107
47,571,13,589,26
47,573,1,592,8
47,666,1,700,36
47,626,23,647,37
47,598,24,634,45
47,597,42,636,68
47,458,81,498,121
47,586,102,606,120
47,422,128,457,166
47,444,179,481,213
47,495,202,522,235
47,657,159,690,187
47,676,187,719,243
47,595,230,634,268
47,671,308,702,328
47,500,247,545,301
47,564,302,603,355
47,633,337,651,352
47,445,219,481,259
47,483,288,519,329
47,415,289,453,330
47,441,260,463,283
47,506,389,536,414
47,11,323,59,367
47,35,364,76,404
47,1,356,34,409
47,0,408,9,442
47,6,434,29,450
47,396,371,434,412
47,396,314,435,354
47,649,438,706,484
47,630,460,646,483
47,16,521,51,554
47,50,517,96,552
47,56,619,95,649
47,312,538,340,569
47,341,533,375,565
47,374,536,401,562
47,433,539,470,578
47,428,419,455,448
47,633,520,681,569
47,605,583,647,603
47,615,537,625,552
47,170,606,193,624
47,210,591,229,614
47,320,605,347,630
47,364,634,406,672
47,444,608,482,636
47,487,571,527,605
47,35,792,71,827
47,20,728,37,742
47,560,619,594,660
47,499,618,523,635
47,364,761,398,794
47,389,742,426,772
47,407,733,440,770
47,441,746,455,764
47,538,787,577,821
47,627,738,652,774
47,240,852,268,878
47,264,854,299,890
47,297,870,337,902
47,314,838,359,869
47,354,803,394,839
47,349,878,388,924
47,678,812,719,880
47,560,938,608,985
47,373,988,403,1031
47,489,1103,523,1148
47,648,1067,683,1102
47,640,798,675,828
47,570,652,587,671
