47,612,890,646,918
47,28,803,65,828
47,55,824,93,862
47,135,848,158,868
47,162,847,187,865
47,146,749,180,775
47,86,626,116,657
47,118,635,146,664
47,397,627,421,650
47,328,611,348,626
47,320,568,358,606
47,363,573,399,609
47,193,496,227,526
47,217,464,251,495
47,310,435,341,458
47,364,437,399,473
47,401,408,427,439
47,81,421,108,446
47,400,382,429,413
47,337,347,368,377
47,368,348,392,376
47,352,320,384,349
47,193,334,217,361
47,227,318,256,349
47,248,301,281,340
47,254,281,282,297
47,415,240,444,273
47,693,65,719,100
47,353,176,377,209
47,222,233,267,270
47,223,201,251,226
47,246,175,283,209
47,253,207,285,237
47,274,30,312,68
47,700,30,719,52
47,158,540,202,577
47,332,544,354,570
47,376,519,414,541
47,347,498,376,524
47,365,388,389,419
47,330,686,349,711
47,451,824,462,846
47,486,934,494,957
