47,245,196,277,225
47,98,406,122,432
47,124,412,150,433
47,117,499,150,533
47,127,544,161,568
47,92,654,119,676
47,116,657,152,677
47,115,727,147,752
47,101,793,130,823
47,257,528,287,556
47,294,510,311,526
47,402,491,431,521
47,367,452,389,473
47,359,476,374,491
47,337,458,353,484
47,323,396,335,405
47,336,402,346,412
47,549,661,561,675
47,594,646,600,654
47,657,626,667,642
47,698,700,716,728
47,579,781,596,797
47,709,319,719,346
47,16,531,32,549
47,60,525,84,554
47,80,745,119,778
47,263,895,290,911
47,360,812,368,836
47,476,792,497,816
47,521,753,543,768
