47,506,765,534,800
47,447,341,478,376
47,498,335,527,361
47,424,190,447,219
47,463,370,493,400
47,436,367,463,397
47,499,440,521,464
47,482,445,499,469
47,557,418,583,448
47,646,411,679,438
47,651,443,677,466
47,612,473,640,497
47,431,476,446,497
47,147,420,170,442
47,42,398,62,415
47,25,451,43,471
47,200,514,228,536
47,524,239,541,259
47,456,197,482,219
47,343,426,361,451
47,552,661,586,690
47,487,741,507,769
47,476,675,501,701
47,577,443,601,467
47,215,448,245,468
47,613,541,645,564
47,288,496,314,519
47,88,446,102,464
47,82,422,104,440
47,35,472,42,489
47,110,520,130,539
47,193,477,220,493
47,229,507,251,521
47,266,483,282,495
47,598,383,624,403
47,563,469,585,490
47,612,450,641,466
47,692,452,714,477
47,714,450,719,482
47,696,391,719,416
47,654,467,673,489
47,688,485,719,517
47,413,561,431,574
47,480,689,506,713
47,330,699,352,734
47,295,694,314,728
47,256,591,275,609
