47,166,906,209,954
47,139,871,176,913
47,246,817,284,856
47,167,686,198,721
47,200,691,231,725
47,155,467,180,497
47,273,543,305,577
47,302,509,340,545
47,252,362,282,398
47,304,353,327,387
47,324,335,360,375
47,315,313,347,339
47,290,265,328,308
47,288,237,317,258
47,319,240,354,269
47,326,204,361,239
47,350,56,382,99
47,249,589,279,609
47,266,518,284,537
47,426,356,453,389
47,442,388,471,410
47,474,423,488,439
47,390,475,423,504
47,466,481,514,514
47,463,538,497,571
47,437,549,470,574
47,427,615,465,654
47,464,623,499,659
47,434,211,460,231
47,489,272,515,310
47,326,259,364,301
47,404,170,426,190
47,263,448,282,467
47,397,433,419,457
47,369,572,402,601
47,452,462,467,488
47,421,654,442,673
47,381,675,407,692
47,696,934,719,969
47,591,1003,612,1019
