47,381,199,407,230
47,4,247,32,282
47,18,362,40,383
47,48,478,74,507
47,16,485,41,506
47,64,521,89,545
47,20,514,40,536
47,412,536,431,556
47,1,578,18,600
47,68,649,84,674
47,370,675,394,690
47,94,724,122,752
47,111,746,128,765
47,221,733,240,753
47,366,782,406,823
47,128,795,142,809
47,322,955,349,991
47,109,1020,126,1043
47,315,1046,341,1091
47,551,1024,565,1041
47,562,1014,598,1040
47,655,960,686,989
47,458,1150,493,1177
47,241,1131,289,1175
47,1,477,13,502
47,220,794,250,823
47,440,978,458,994
47,417,1144,443,1167
47,376,222,410,249
