47,256,66,282,91
47,274,135,305,164
47,293,178,322,207
47,241,217,272,257
47,220,221,244,255
47,198,274,234,306
47,264,279,298,307
47,303,296,329,318
47,356,407,393,440
47,419,352,431,365
47,302,410,320,435
47,351,395,366,402
47,260,316,278,338
47,176,348,193,361
47,148,335,154,347
47,117,363,133,384
47,144,426,154,442
47,130,459,144,475
47,233,439,260,472
47,301,472,325,502
47,363,485,388,514
47,340,447,349,460
47,426,463,439,483
47,439,539,471,568
47,476,568,511,598
47,203,532,236,568
47,144,553,182,590
47,122,585,159,614
47,84,666,102,692
47,181,646,217,681
47,237,599,259,637
47,148,611,161,631
47,181,667,209,700
47,154,684,190,720
47,121,731,156,763
47,258,710,292,743
47,269,702,280,708
47,96,755,131,786
47,167,829,197,855
47,97,903,148,953
47,541,1077,566,1110
47,497,1076,517,1109
47,524,1054,555,1079
47,625,998,664,1035
47,677,941,708,967
47,352,931,385,971
47,357,888,388,934
47,251,806,284,839
47,357,785,387,818
47,454,778,478,809
47,448,821,476,856
47,480,834,511,865
47,342,617,375,655
47,385,603,418,630
47,438,580,464,595
47,444,617,456,641
47,627,628,650,646
47,694,655,718,676
47,709,588,719,606
47,614,708,627,725
47,599,753,622,772
47,662,646,678,655
47,502,697,523,711
47,212,485,227,502
