47,80,233,116,262
47,109,277,144,307
47,41,322,92,364
47,101,382,139,414
47,24,374,74,415
47,253,502,290,535
47,217,478,240,496
47,91,545,129,579
47,308,653,341,691
47,373,685,408,722
47,144,742,180,785
47,229,546,256,579
47,161,515,199,552
47,15,851,58,889
47,2,780,27,826
47,72,912,104,946
47,167,1068,204,1109
47,162,1114,201,1156
47,310,930,345,970
47,196,940,235,971
47,331,999,355,1036
47,309,985,336,1018
47,580,1140,610,1166
47,279,628,316,657
47,132,594,156,619
47,677,447,716,469
47,684,482,717,520
47,696,588,719,624
47,660,664,686,699
47,639,733,672,762
47,665,864,700,895
47,618,791,642,808
47,660,778,674,802
47,272,726,299,755
47,316,738,341,761
47,15,561,35,589
47,53,564,66,585
47,53,662,63,682
47,11,651,28,667
47,0,703,13,724
47,182,601,211,640
47,216,587,240,608
47,278,561,295,592
47,1,814,26,852
47,2,968,49,1002
47,380,994,410,1021
47,365,1022,400,1054
47,449,1068,475,1096
47,536,970,572,1002
47,483,1209,521,1256
47,463,1209,484,1235
47,459,1247,484,1278
47,628,1155,662,1190
47,654,1132,688,1165
47,706,757,718,789
47,689,652,719,672
47,333,700,362,725
47,396,857,427,882
